"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"818678","IFN4","37_1211_A_1","IFN4_37_1211_A_1_58",26,0,14.1471060526129,32.35,821.936849454106,18.6,57.4961360123648,396,3.5
"823274","IFN4","37_1658_A_1","IFN4_37_1658_A_1_1",21,0,31.8309886183791,20.7,336.535259034173,16.299999,78.7439565217391,1,7.5999999
"823275","IFN4","37_1658_A_1","IFN4_37_1658_A_1_2",21,0,31.8309886183791,12.5,122.718463030851,15.9,127.2,11,5.0999999
"823276","IFN4","37_1658_A_1","IFN4_37_1658_A_1_3",21,0,31.8309886183791,14.2,158.367685667461,16.1,113.380281690141,12,7.3000002
"823277","IFN4","37_1658_A_1","IFN4_37_1658_A_1_4",21,0,31.8309886183791,17.85,250.245526317103,15.2,85.1540616246499,20,8.6000004
"823278","IFN4","37_1658_A_1","IFN4_37_1658_A_1_5",21,0,31.8309886183791,16,201.061929829747,17,106.25,31,4.5999999
"823279","IFN4","37_1658_A_1","IFN4_37_1658_A_1_6",21,0,31.8309886183791,17.15,231.003271313866,15.5,90.3790087463557,36,7.5
"823280","IFN4","37_1658_A_1","IFN4_37_1658_A_1_7",21,0,31.8309886183791,21.5,363.05030103047,17.1,79.5348837209302,36,0.60000002
"823281","IFN4","37_1658_A_1","IFN4_37_1658_A_1_8",21,0,31.8309886183791,21.65,368.13379064306,17,78.5219399538106,50,5.3000002
"823282","IFN4","37_1658_A_1","IFN4_37_1658_A_1_9",21,0,31.8309886183791,13.4,141.026094219646,14.5,108.208955223881,52,8.6999998
"823283","IFN4","37_1658_A_1","IFN4_37_1658_A_1_10",21,0,31.8309886183791,16.65,217.730042352449,18,108.108108108108,59,4.3000002
"823284","IFN4","37_1658_A_1","IFN4_37_1658_A_1_11",21,0,31.8309886183791,13.2,136.847775990371,16.1,121.969696969697,60,2.3
"823285","IFN4","37_1658_A_1","IFN4_37_1658_A_1_12",21,0,14.1471060526129,22.6,401.149965936881,16.9,74.7787610619469,67,7.1999998
"823286","IFN4","37_1658_A_1","IFN4_37_1658_A_1_13",21,0,31.8309886183791,16.1,203.583057934253,15.6,96.8944099378882,73,8.5
"823287","IFN4","37_1658_A_1","IFN4_37_1658_A_1_14",21,0,127.323954473516,12.3,118.8228881404,15,121.951219512195,79,5
"823288","IFN4","37_1658_A_1","IFN4_37_1658_A_1_15",21,0,31.8309886183791,19,283.528736986479,16.9,88.9473684210526,81,6.6999998
"823289","IFN4","37_1658_A_1","IFN4_37_1658_A_1_16",21,0,31.8309886183791,21.05,348.011889696818,17.5,83.1353919239905,95,9
